Candidate	Party	Rank	Gender	Norwegian	Ethnicity	Birth Year	Priority	County	Code	Municipality
Torhild Maldal	KRF	30	Male	Norsk		1949	Yes	Rogaland	1103	Stavanger
Johanne Matre	KRF	31	Female	Norsk		1945	Yes	Rogaland	1103	Stavanger
Bjarte Mo	KRF	32	Male	Norsk		1971	Yes	Rogaland	1103	Stavanger
Magnhild Mo	KRF	33	Female	Norsk		1964	No	Rogaland	1103	Stavanger
Torun Mæland	KRF	34	Female	Norsk		1982	No	Rogaland	1103	Stavanger
Ole Johnny Møyholm	KRF	35	Male	Norsk		1958	No	Rogaland	1103	Stavanger
Mehrbod Nasseri	KRF	36	Male	Non	Arabic	1979	No	Rogaland	1103	Stavanger
Anders Hildeng Næss	KRF	37	Male	Norsk		1971	No	Rogaland	1103	Stavanger
Eyvind Nårstad	KRF	38	Male	Norsk		1971	No	Rogaland	1103	Stavanger
Bulos Odeh	KRF	39	Male	Non	Arabic	1960	No	Rogaland	1103	Stavanger
Torbjørn Opsahl	KRF	40	Male	Norsk		1959	No	Rogaland	1103	Stavanger
Øystein Ove Pettersen	KRF	41	Male	Norsk		1944	No	Rogaland	1103	Stavanger
Vigdis Pettersen	KRF	42	Male	Norsk		1964	No	Rogaland	1103	Stavanger
Prem Prakash	KRF	43	Male	Non	Indian	1935	No	Rogaland	1103	Stavanger
Solveig Jåtun Rangen	KRF	44	Female	Norsk		1978	No	Rogaland	1103	Stavanger
Arne Hansson Rannestad	KRF	45	Male	Norsk		1975	No	Rogaland	1103	Stavanger
Bjarte Rannestad	KRF	46	Male	Norsk		1980	No	Rogaland	1103	Stavanger
Ingjerd Ropeid	KRF	47	Female	Norsk		1983	No	Rogaland	1103	Stavanger
Margareth Scheie	KRF	48	Female	Norsk		1941	No	Rogaland	1103	Stavanger
Kjell Skartveit	KRF	49	Male	Norsk		1967	No	Rogaland	1103	Stavanger
Jørgen Stendahl	KRF	50	Male	Norsk		1932	No	Rogaland	1103	Stavanger
Merete Akerø-Stueland	KRF	51	Female	Norsk		1975	No	Rogaland	1103	Stavanger
Arne Sørås	KRF	52	Male	Norsk		1952	No	Rogaland	1103	Stavanger
Marit Dahl Torgersen	KRF	53	Female	Norsk		1955	No	Rogaland	1103	Stavanger
Solvor Torgersen	KRF	54	Male	Norsk		1962	No	Rogaland	1103	Stavanger
Steinar Torgersen	KRF	55	Male	Norsk		1950	No	Rogaland	1103	Stavanger
Haakon Totland	KRF	56	Male	Norsk		1955	No	Rogaland	1103	Stavanger
Guri Tysse	KRF	57	Female	Norsk		1952	No	Rogaland	1103	Stavanger
Astrid Apalset Vassbø	KRF	58	Female	Norsk		1973	No	Rogaland	1103	Stavanger
Jan-Erik Vennestrøm	KRF	59	Male	Norsk		1973	No	Rogaland	1103	Stavanger
Finn Våge	KRF	60	Male	Norsk		1951	No	Rogaland	1103	Stavanger
Bjørn Terje Ydstebø	KRF	61	Male	Norsk		1954	No	Rogaland	1103	Stavanger
Per Asle Ydstebø	KRF	62	Male	Norsk		1961	No	Rogaland	1103	Stavanger
Else Marie Mejdell Aarrestad	KRF	63	Female	Norsk		1953	No	Rogaland	1103	Stavanger
Thomas Aase	KRF	64	Male	Norsk		1974	No	Rogaland	1103	Stavanger
Johan Henrik Lilleheim	KYST	1	Male	Norsk		1933	No	Rogaland	1103	Stavanger
Ingeborg Idsøe Løland	KYST	2	Female	Norsk		1958	No	Rogaland	1103	Stavanger
Dag Eigil Rusnes	KYST	3	Male	Norsk		1956	No	Rogaland	1103	Stavanger
Tor Christian Tresselt	KYST	4	Male	Norsk		1944	No	Rogaland	1103	Stavanger
Ragnhild Roska	KYST	5	Female	Norsk		1945	No	Rogaland	1103	Stavanger
Svein Carl Sivertsen	KYST	6	Male	Norsk		1943	No	Rogaland	1103	Stavanger
Anders Lilleheim	KYST	7	Male	Norsk		1975	No	Rogaland	1103	Stavanger
Tor Kristian Rønneberg	PP	1	Male	Norsk		1933	Yes	Rogaland	1103	Stavanger
Nordal Magne Torstensen	PP	2	Male	Norsk		1937	Yes	Rogaland	1103	Stavanger
Bertha Regine Serigstad	PP	3	Female	Norsk		1941	Yes	Rogaland	1103	Stavanger
Oddvar Gjerden	PP	4	Male	Norsk		1935	Yes	Rogaland	1103	Stavanger
Karin Seljø Haugland	PP	5	Female	Norsk		1924	Yes	Rogaland	1103	Stavanger
Ingvar Omdal	PP	6	Male	Norsk		1932	Yes	Rogaland	1103	Stavanger
Bjarne Aspelund	PP	7	Male	Norsk		1937	Yes	Rogaland	1103	Stavanger
Turid Helene Aspelund	PP	8	Female	Norsk		1937	Yes	Rogaland	1103	Stavanger
Randi Berge	PP	9	Female	Norsk		1929	Yes	Rogaland	1103	Stavanger
Karin Marie Smeby Bergevik	PP	10	Female	Norsk		1954	Yes	Rogaland	1103	Stavanger
Gunda Karoline Braut	PP	11	Female	Norsk		1922	No	Rogaland	1103	Stavanger
Einar Martin Bredal	PP	12	Male	Norsk		1932	No	Rogaland	1103	Stavanger
Lars Erik Clausen	PP	13	Male	Norsk		1945	No	Rogaland	1103	Stavanger
Arnfinn Edland	PP	14	Male	Norsk		1931	No	Rogaland	1103	Stavanger
Beate Kristine Edvardsen	PP	15	Female	Norsk		1934	No	Rogaland	1103	Stavanger
Hilmar Edvardsen	PP	16	Male	Norsk		1934	No	Rogaland	1103	Stavanger
Terje Engelsgjerd	PP	17	Male	Norsk		1933	No	Rogaland	1103	Stavanger
Kaare Leo Eriksen	PP	18	Male	Norsk		1929	No	Rogaland	1103	Stavanger
Rita Synnøve Eriksen	PP	19	Female	Norsk		1934	No	Rogaland	1103	Stavanger
Arne Fløtre	PP	20	Male	Norsk		1933	No	Rogaland	1103	Stavanger
Arthur Hauge	PP	21	Male	Norsk		1927	No	Rogaland	1103	Stavanger
Else Synnøve Hauge	PP	22	Female	Norsk		1927	No	Rogaland	1103	Stavanger
Jan Ragnar Hovland	PP	23	Male	Norsk		1932	No	Rogaland	1103	Stavanger
Salve Husebø	PP	24	Male	Norsk		1921	No	Rogaland	1103	Stavanger
Jan C W Ivarson	PP	25	Male	Norsk		1925	No	Rogaland	1103	Stavanger
Karl Edvard Johansen	PP	26	Male	Norsk		1924	No	Rogaland	1103	Stavanger
Jan Anker Karlsen	PP	27	Male	Norsk		1939	No	Rogaland	1103	Stavanger
Jan Arvid Løndalen	PP	28	Male	Norsk		1934	No	Rogaland	1103	Stavanger
Signe Therese Nordbø Molven	PP	29	Female	Norsk		1934	No	Rogaland	1103	Stavanger
Berit Ingeborg Mæle	PP	30	Female	Norsk		1931	No	Rogaland	1103	Stavanger
Gunnar Møllegaard	PP	31	Male	Norsk		1941	No	Rogaland	1103	Stavanger
Kari Lovise Omdal	PP	32	Female	Norsk		1934	No	Rogaland	1103	Stavanger
Aina Reinertsen	PP	33	Female	Norsk		1919	No	Rogaland	1103	Stavanger
Anne Romsøe	PP	34	Female	Norsk		1920	No	Rogaland	1103	Stavanger
Else Sagmoen	PP	35	Female	Norsk		1951	No	Rogaland	1103	Stavanger
Rasmus Sand	PP	36	Male	Norsk		1920	No	Rogaland	1103	Stavanger
Wenche Marie Sirevaag	PP	37	Female	Norsk		1939	No	Rogaland	1103	Stavanger
Hugo Magnus Stangeland	PP	38	Male	Norsk		1918	No	Rogaland	1103	Stavanger
Marit Bjelland Skretting	PP	39	Male	Norsk		1921	No	Rogaland	1103	Stavanger
Leif Egil Tallaksen	PP	40	Male	Norsk		1937	No	Rogaland	1103	Stavanger
Esther-Johanna Sture Tunstad	PP	41	Female	Norsk		1922	No	Rogaland	1103	Stavanger
Astrid Innvær Tvedt	PP	42	Female	Norsk		1932	No	Rogaland	1103	Stavanger
Torbjørg Olene Tønnessen	PP	43	Male	Norsk		1931	No	Rogaland	1103	Stavanger
Kolbjørn Josef Wilhelmsen	PP	44	Male	Norsk		1943	No	Rogaland	1103	Stavanger
Olga Maria Woll	PP	45	Female	Norsk		1928	No	Rogaland	1103	Stavanger
Signe Ødven	PP	46	Male	Norsk		1924	No	Rogaland	1103	Stavanger
Ingeborg Sanner	R	1	Female	Norsk		1978	Yes	Rogaland	1103	Stavanger
Kari Kallhovd	R	2	Female	Norsk		1952	Yes	Rogaland	1103	Stavanger
Kari Bukve	R	3	Female	Norsk		1963	Yes	Rogaland	1103	Stavanger
Dorten Valen	R	4	Male	Norsk		1952	Yes	Rogaland	1103	Stavanger
Elise Malde	R	5	Female	Norsk		1971	Yes	Rogaland	1103	Stavanger
Margaret Sanner	R	6	Female	Norsk		1950	Yes	Rogaland	1103	Stavanger
Anne Kalvig	R	7	Female	Norsk		1972	Yes	Rogaland	1103	Stavanger
Hans Askeland	R	8	Male	Norsk		1981	Yes	Rogaland	1103	Stavanger
Hilde Askeland	R	9	Female	Norsk		1953	Yes	Rogaland	1103	Stavanger
Tomas Bertelsen	R	10	Male	Norsk		1974	Yes	Rogaland	1103	Stavanger
Faruk Fidan	R	11	Male	Non	Turkish	1980	Yes	Rogaland	1103	Stavanger
Håvard Grimsmo	R	12	Male	Norsk		1987	Yes	Rogaland	1103	Stavanger
Tom Gyran	R	13	Male	Norsk		1951	Yes	Rogaland	1103	Stavanger
Tewolde Hakin	R	14	Male	Non	South African	1953	Yes	Rogaland	1103	Stavanger
Eirik Heimsund	R	15	Male	Norsk		1975	No	Rogaland	1103	Stavanger
Marit Holten	R	16	Female	Norsk		1955	No	Rogaland	1103	Stavanger
Bjarne Jotun Iversen	R	17	Male	Norsk		1952	No	Rogaland	1103	Stavanger
Jo Jenseg	R	18	Male	Norsk		1957	No	Rogaland	1103	Stavanger
Kjell Arne Johannesen	R	19	Male	Norsk		1968	No	Rogaland	1103	Stavanger
Annelise Jørgensen	R	20	Female	Norsk		1926	No	Rogaland	1103	Stavanger
Amalie Klæbo	R	21	Female	Norsk		1985	No	Rogaland	1103	Stavanger
Tor Einar Loftesnes	R	22	Male	Norsk		1948	No	Rogaland	1103	Stavanger
Målfrid Laate	R	23	Female	Norsk		1948	No	Rogaland	1103	Stavanger
Tobias Løvdal Myhre	R	24	Male	Norsk		1985	No	Rogaland	1103	Stavanger
Thonette Myking	R	25	Female	Norsk		1950	No	Rogaland	1103	Stavanger
Mette Møllerop	R	26	Female	Norsk		1952	No	Rogaland	1103	Stavanger
Aud Oftedal	R	27	Male	Norsk		1940	No	Rogaland	1103	Stavanger
Leiv Olsen	R	28	Male	Norsk		1950	No	Rogaland	1103	Stavanger
Gaute Roaldsøy	R	29	Female	Norsk		1966	No	Rogaland	1103	Stavanger
Arne Rostad	R	30	Male	Norsk		1947	No	Rogaland	1103	Stavanger
Atle Rostad	R	31	Male	Norsk		1980	No	Rogaland	1103	Stavanger
Dagbjørn Skipnes	R	32	Female	Norsk		1967	No	Rogaland	1103	Stavanger
Rolf Skjelstad	R	33	Male	Norsk		1946	No	Rogaland	1103	Stavanger
Tore Arholm Tobiassen	R	34	Male	Norsk		1984	No	Rogaland	1103	Stavanger
Kirsti Torgersen	R	35	Female	Norsk		1956	No	Rogaland	1103	Stavanger
Tor Arne Trondsen	R	36	Male	Norsk		1971	No	Rogaland	1103	Stavanger
Margunn Ragnhilde Tvedt	R	37	Female	Norsk		1957	No	Rogaland	1103	Stavanger
Hans Eirik Voktor	R	38	Male	Norsk		1957	No	Rogaland	1103	Stavanger
Marit Wilhelmsen	R	39	Female	Norsk		1954	No	Rogaland	1103	Stavanger
Bjarne Kvadsheim	SP	1	Male	Norsk		1965	Yes	Rogaland	1103	Stavanger
Kate Elin Norland	SP	2	Female	Norsk		1945	Yes	Rogaland	1103	Stavanger
Karl Anders Nilsen	SP	3	Male	Norsk		1975	Yes	Rogaland	1103	Stavanger
Mette Alsvik	SP	4	Female	Norsk		1975	Yes	Rogaland	1103	Stavanger
Einar Rosnes	SP	5	Male	Norsk		1953	Yes	Rogaland	1103	Stavanger
Ingrid Schjelderup	SP	6	Female	Norsk		1932	Yes	Rogaland	1103	Stavanger
Odd Arild Kvaløy	SP	7	Male	Norsk		1948	Yes	Rogaland	1103	Stavanger
Bente Gilje	SP	8	Female	Norsk		1960	Yes	Rogaland	1103	Stavanger
Magne Nilsen	SP	9	Male	Norsk		1941	Yes	Rogaland	1103	Stavanger
Anne Marie Asserson	SP	10	Female	Norsk		1942	Yes	Rogaland	1103	Stavanger
Signe Bjerga	SP	11	Female	Norsk		1951	Yes	Rogaland	1103	Stavanger
Kåre Dalen	SP	12	Male	Norsk		1955	Yes	Rogaland	1103	Stavanger
Anne-Lise Døvik	SP	13	Female	Norsk		1945	Yes	Rogaland	1103	Stavanger
Torstein Engevik	SP	14	Male	Norsk		1961	Yes	Rogaland	1103	Stavanger
Eva Eskeland	SP	15	Female	Norsk		1945	Yes	Rogaland	1103	Stavanger
Jan Eskeland	SP	16	Male	Norsk		1941	Yes	Rogaland	1103	Stavanger
Inge Fosså	SP	17	Female	Norsk		1931	Yes	Rogaland	1103	Stavanger
Arne Gilje	SP	18	Male	Norsk		1938	Yes	Rogaland	1103	Stavanger
Arnstein Gilje	SP	19	Male	Norsk		1958	Yes	Rogaland	1103	Stavanger
Astrid Hansen	SP	20	Female	Norsk		1937	Yes	Rogaland	1103	Stavanger
Jo Vermund Heggland	SP	21	Male	Norsk		1962	Yes	Rogaland	1103	Stavanger
Peder Idland	SP	22	Male	Norsk		1946	Yes	Rogaland	1103	Stavanger
Terje Magne Jåtun	SP	23	Male	Norsk		1946	Yes	Rogaland	1103	Stavanger
Thore Jørpeland	SP	24	Male	Norsk		1948	Yes	Rogaland	1103	Stavanger
Karin Byre Korneliussen	SP	25	Female	Norsk		1948	Yes	Rogaland	1103	Stavanger
Enok Kvam	SP	26	Male	Norsk		1934	No	Rogaland	1103	Stavanger
Gunvor Landa	SP	27	Male	Norsk		1935	No	Rogaland	1103	Stavanger
Arild Lerang	SP	28	Male	Norsk		1961	No	Rogaland	1103	Stavanger
Sigmund Melberg	SP	29	Male	Norsk		1956	No	Rogaland	1103	Stavanger
Harald Narvesen	SP	30	Male	Norsk		1951	No	Rogaland	1103	Stavanger
Beate Norland	SP	31	Male	Norsk		1969	No	Rogaland	1103	Stavanger
John Norland	SP	32	Male	Norsk		1946	No	Rogaland	1103	Stavanger
Endre Andreas Oseland	SP	33	Male	Norsk		1942	No	Rogaland	1103	Stavanger
Per Bjørn Pedersen	SP	34	Male	Norsk		1943	No	Rogaland	1103	Stavanger
Kjerstin Ropeid	SP	35	Male	Norsk		1960	No	Rogaland	1103	Stavanger
Per Selvåg	SP	36	Male	Norsk		1946	No	Rogaland	1103	Stavanger
Arnhild Skretting	SP	37	Female	Norsk		1969	No	Rogaland	1103	Stavanger
Einar Knutson Time	SP	38	Male	Norsk		1925	No	Rogaland	1103	Stavanger
Berit Tjensvold	SP	39	Female	Norsk		1950	No	Rogaland	1103	Stavanger
Jorunn Tjensvoll	SP	40	Female	Norsk		1949	No	Rogaland	1103	Stavanger
Magnar Tjensvoll	SP	41	Male	Norsk		1948	No	Rogaland	1103	Stavanger
Normann Udjus	SP	42	Male	Norsk		1940	No	Rogaland	1103	Stavanger
Jone Vadla	SP	43	Male	Norsk		1923	No	Rogaland	1103	Stavanger
Hilleborg Wølstad	SP	44	Female	Norsk		1947	No	Rogaland	1103	Stavanger
Martin Wølstad	SP	45	Male	Norsk		1941	No	Rogaland	1103	Stavanger
Oddvar Wølstad	SP	46	Male	Norsk		1947	No	Rogaland	1103	Stavanger
Marcela Molina	SV	1	Female	Non	Spanish	1969	Yes	Rogaland	1103	Stavanger
Eilef Andreas Meland	SV	2	Male	Norsk		1947	Yes	Rogaland	1103	Stavanger
Luisa Pinzon	SV	3	Female	Non	Spanish	1986	Yes	Rogaland	1103	Stavanger
Kjell Hedgard Hugaas	SV	4	Male	Norsk		1978	Yes	Rogaland	1103	Stavanger
Bente Nyman	SV	5	Male	Norsk		1957	Yes	Rogaland	1103	Stavanger
Helge Dagfinn Andersen	SV	6	Male	Norsk		1952	Yes	Rogaland	1103	Stavanger
Mildred Akosua A Awuku	SV	7	Female	Non	Ghanian	1989	Yes	Rogaland	1103	Stavanger
Aase Ravn Carlsen	SV	8	Male	Norsk		1938	Yes	Rogaland	1103	Stavanger
Guro Friberg Ekrann	SV	9	Female	Norsk		1989	Yes	Rogaland	1103	Stavanger
Lasse Endresen	SV	10	Male	Norsk		1989	Yes	Rogaland	1103	Stavanger
Svein Terje Pisani Førland	SV	11	Male	Norsk		1951	Yes	Rogaland	1103	Stavanger
Rose Marie Hansen	SV	12	Female	Norsk		1964	Yes	Rogaland	1103	Stavanger
Bjarte Hetland	SV	13	Male	Norsk		1967	Yes	Rogaland	1103	Stavanger
Gunn Idland	SV	14	Female	Norsk		1959	Yes	Rogaland	1103	Stavanger
Ellen Elisabeth Jacobsen	SV	15	Female	Norsk		1952	Yes	Rogaland	1103	Stavanger
Alina Jaman	SV	16	Female	Non	Arabic	1958	Yes	Rogaland	1103	Stavanger
Mohamad Jaman	SV	17	Male	Non	Arabic	1955	Yes	Rogaland	1103	Stavanger
Geir John Johnsen	SV	18	Male	Norsk		1949	Yes	Rogaland	1103	Stavanger
Rojda Kara	SV	19	Female	Non	Kurdish	1974	Yes	Rogaland	1103	Stavanger
Serafettin Kaya	SV	20	Female	Non	Turkish	1969	Yes	Rogaland	1103	Stavanger
Anne Marie Norekvål Knudsen	SV	21	Female	Norsk		1970	Yes	Rogaland	1103	Stavanger
Hallgeir H Langeland	SV	22	Male	Norsk		1955	Yes	Rogaland	1103	Stavanger
Trude Hell Larsen	SV	23	Female	Norsk		1966	Yes	Rogaland	1103	Stavanger
Turid Larsen	SV	24	Female	Norsk		1943	Yes	Rogaland	1103	Stavanger
Per Øivin Lien	SV	25	Male	Norsk		1966	Yes	Rogaland	1103	Stavanger
Øyvind Lokna	SV	26	Male	Norsk		1937	Yes	Rogaland	1103	Stavanger
Kenneth Marswall	SV	27	Male	Norsk		1986	Yes	Rogaland	1103	Stavanger
Anthony Martins	SV	28	Male	Norsk		1950	Yes	Rogaland	1103	Stavanger
Reidar Mæle	SV	29	Male	Norsk		1951	Yes	Rogaland	1103	Stavanger
Tone Mår	SV	30	Female	Norsk		1957	No	Rogaland	1103	Stavanger
Asle Njå	SV	31	Male	Norsk		1969	No	Rogaland	1103	Stavanger
Møyfrid Oftedal Vea	SV	32	Female	Norsk		1959	No	Rogaland	1103	Stavanger
Skjalg Omdal	SV	33	Male	Norsk		1954	No	Rogaland	1103	Stavanger
Marius Ramsland	SV	34	Male	Norsk		1989	No	Rogaland	1103	Stavanger
Ellen Ramvi	SV	35	Female	Norsk		1959	No	Rogaland	1103	Stavanger
Loida Quesada Roth	SV	36	Female	Non	Spanish	1950	No	Rogaland	1103	Stavanger
Elin Rydningen	SV	37	Female	Norsk		1966	No	Rogaland	1103	Stavanger
Niels Skramstad	SV	38	Male	Norsk		1959	No	Rogaland	1103	Stavanger
Edle Songe-Møller	SV	39	Male	Norsk		1956	No	Rogaland	1103	Stavanger
Egil Songe-Møller	SV	40	Male	Norsk		1953	No	Rogaland	1103	Stavanger
Astrid Steinnes	SV	41	Female	Norsk		1981	No	Rogaland	1103	Stavanger
Turid Tafjord	SV	42	Female	Norsk		1956	No	Rogaland	1103	Stavanger
Ester Tinnesand	SV	43	Female	Norsk		1934	No	Rogaland	1103	Stavanger
Svein Arne Tinnesand	SV	44	Male	Norsk		1961	No	Rogaland	1103	Stavanger
Rune Tvedt	SV	45	Male	Norsk		1964	No	Rogaland	1103	Stavanger
Bjarte Tveit	SV	46	Male	Norsk		1961	No	Rogaland	1103	Stavanger
Luca Usai	SV	47	Female	Norsk		1972	No	Rogaland	1103	Stavanger
Per A Thorbjørnsen	V	1	Male	Norsk		1952	Yes	Rogaland	1103	Stavanger
Helge Solum-Larsen	V	2	Male	Norsk		1969	Yes	Rogaland	1103	Stavanger
Iselin Nybø	V	3	Female	Norsk		1981	Yes	Rogaland	1103	Stavanger
Gry Sørensen	V	4	Female	Norsk		1970	Yes	Rogaland	1103	Stavanger
Tormod Andreassen	V	5	Male	Norsk		1977	Yes	Rogaland	1103	Stavanger
Einar Askildsen	V	6	Male	Norsk		1939	Yes	Rogaland	1103	Stavanger
Randi Hindenes Bergslien	V	7	Female	Norsk		1972	Yes	Rogaland	1103	Stavanger
Bjarne Bjerklund	V	8	Male	Norsk		1980	Yes	Rogaland	1103	Stavanger
Thor Bjarne Bore	V	9	Male	Norsk		1938	Yes	Rogaland	1103	Stavanger
Jon Christian Brekke	V	10	Male	Norsk		1979	Yes	Rogaland	1103	Stavanger
Maciej Olaf Brzozowski	V	11	Male	Non	West Slavic	1980	Yes	Rogaland	1103	Stavanger
Mariann Tjørn Cankurt	V	12	Female	Norsk		1981	Yes	Rogaland	1103	Stavanger
Monica Dahlmo	V	13	Female	Norsk		1977	Yes	Rogaland	1103	Stavanger
Eivind Berg Enoksen	V	14	Male	Norsk		1976	Yes	Rogaland	1103	Stavanger
Ali M Fuard	V	15	Male	Non	Arabic	1956	Yes	Rogaland	1103	Stavanger
Glenn K Gabrielsen	V	16	Male	Norsk		1962	Yes	Rogaland	1103	Stavanger
Sverre K Gilje	V	17	Male	Norsk		1930	Yes	Rogaland	1103	Stavanger
Harald Hammer	V	18	Male	Norsk		1982	Yes	Rogaland	1103	Stavanger
Eva Hattestad	V	19	Female	Norsk		1936	Yes	Rogaland	1103	Stavanger
Ruth Vihovde Haug	V	20	Female	Norsk		1983	Yes	Rogaland	1103	Stavanger
Merete Haugland	V	21	Female	Norsk		1965	Yes	Rogaland	1103	Stavanger
Per W Hedberg	V	22	Male	Norsk		1941	Yes	Rogaland	1103	Stavanger
Knud Helliesen	V	23	Male	Norsk		1938	Yes	Rogaland	1103	Stavanger
Øyvind Henriksen	V	24	Male	Norsk		1975	Yes	Rogaland	1103	Stavanger
Stig Spjell Henriksen	V	25	Male	Norsk		1975	Yes	Rogaland	1103	Stavanger
Anne Mette Hestad	V	26	Female	Norsk		1958	Yes	Rogaland	1103	Stavanger
Nina Kristine Holm	V	27	Female	Norsk		1969	Yes	Rogaland	1103	Stavanger
Ella Hopøy	V	28	Female	Norsk		1938	Yes	Rogaland	1103	Stavanger
Roar Houen	V	29	Male	Norsk		1965	Yes	Rogaland	1103	Stavanger
Marit Jelsa	V	30	Female	Norsk		1960	Yes	Rogaland	1103	Stavanger
Frode Kleppe	V	31	Male	Norsk		1955	Yes	Rogaland	1103	Stavanger
Edith Irene Larsen	V	32	Female	Norsk		1936	Yes	Rogaland	1103	Stavanger
Kjartan Alexander Lunde	V	33	Male	Norsk		1987	No	Rogaland	1103	Stavanger
Kolbein Haakon Lunde	V	34	Male	Norsk		1958	No	Rogaland	1103	Stavanger
Thomas Middelthon	V	35	Male	Norsk		1936	No	Rogaland	1103	Stavanger
Solveig K Øgreid Myrvold	V	36	Male	Norsk		1944	No	Rogaland	1103	Stavanger
Øyvind Mølgaard	V	37	Male	Norsk		1971	No	Rogaland	1103	Stavanger
Heine Vestvik Nilsen	V	38	Male	Norsk		1976	No	Rogaland	1103	Stavanger
Tordis Nilsen	V	39	Female	Norsk		1925	No	Rogaland	1103	Stavanger
Kjell Nødland	V	40	Male	Norsk		1965	No	Rogaland	1103	Stavanger
Kjell-Åge Nåmdal	V	41	Male	Norsk		1957	No	Rogaland	1103	Stavanger
Svein Oldeide	V	42	Male	Norsk		1950	No	Rogaland	1103	Stavanger
Elisabeth Bøe Olsborg	V	43	Female	Norsk		1974	No	Rogaland	1103	Stavanger
Lill Qvigstad	V	44	Female	Norsk		1959	No	Rogaland	1103	Stavanger
Briten Russdal-Hamre	V	45	Female	Norsk		1960	No	Rogaland	1103	Stavanger
Børre Molund Rønqvist	V	46	Male	Norsk		1973	No	Rogaland	1103	Stavanger
Jorun Sandve	V	47	Female	Norsk		1969	No	Rogaland	1103	Stavanger
Bård Schanche	V	48	Male	Norsk		1975	No	Rogaland	1103	Stavanger
Geir Skadberg	V	49	Male	Norsk		1961	No	Rogaland	1103	Stavanger
Cato Sletbakk	V	50	Male	Norsk		1957	No	Rogaland	1103	Stavanger
Finn Skjærpe	V	51	Male	Norsk		1941	No	Rogaland	1103	Stavanger
Tora Karin Skjærpe	V	52	Female	Norsk		1943	No	Rogaland	1103	Stavanger
Astrid Solum	V	53	Female	Norsk		1934	No	Rogaland	1103	Stavanger
Anna Egaas Songe-Møller	V	54	Female	Norsk		1947	No	Rogaland	1103	Stavanger
Hayrettin Soyer	V	55	Male	Norsk		1945	No	Rogaland	1103	Stavanger
Lillian Katarina Stene	V	56	Female	Norsk		1960	No	Rogaland	1103	Stavanger
Svein Emil Stueland	V	57	Male	Norsk		1948	No	Rogaland	1103	Stavanger
Aasta Barkved Støylen	V	58	Female	Norsk		1945	No	Rogaland	1103	Stavanger
Per Inge Torkelsen	V	59	Male	Norsk		1953	No	Rogaland	1103	Stavanger
Torunn Seloter Trøhaug	V	60	Female	Norsk		1956	No	Rogaland	1103	Stavanger
Per Olav Tveita	V	61	Male	Norsk		1943	No	Rogaland	1103	Stavanger
Bjørn Veire	V	62	Male	Norsk		1943	No	Rogaland	1103	Stavanger
Gunnar Veire	V	63	Male	Norsk		1969	No	Rogaland	1103	Stavanger
Helene Hafslund Veire	V	64	Female	Norsk		1971	No	Rogaland	1103	Stavanger
Kristin Bade Veire	V	65	Female	Norsk		1943	No	Rogaland	1103	Stavanger
Ingeborg Vinje	V	66	Female	Norsk		1939	No	Rogaland	1103	Stavanger
Tor Brynjar Welander	V	67	Male	Norsk		1978	No	Rogaland	1103	Stavanger
Erik Wishman	V	68	Male	Norsk		1927	No	Rogaland	1103	Stavanger
Thurid Wishman	V	69	Female	Norsk		1929	No	Rogaland	1103	Stavanger
Tor Ytre-Arne	V	70	Male	Norsk		1952	No	Rogaland	1103	Stavanger
Thorbjørg Aarrestad	V	71	Male	Norsk		1958	No	Rogaland	1103	Stavanger
Aina Willumsen	AP	1	Female	Norsk		1946	Yes	Nordland	1835	Træna
Trons Vegard Sletten	AP	2	Male	Norsk		1969	Yes	Nordland	1835	Træna
Oddrun Jakobsen	AP	3	Female	Norsk		1968	Yes	Nordland	1835	Træna
Steve Jørgensen	AP	4	Male	Norsk		1967	Yes	Nordland	1835	Træna
Anja Antonsen	AP	5	Female	Norsk		1977	Yes	Nordland	1835	Træna
Arve Jørgesen	AP	6	Female	Norsk		1977	Yes	Nordland	1835	Træna
Anne Marte Tøgersen	AP	7	Female	Norsk		1989	No	Nordland	1835	Træna
Johnny Jensen	AP	8	Male	Norsk		1954	No	Nordland	1835	Træna
Annveig Moen	AP	9	Female	Norsk		1971	No	Nordland	1835	Træna
Christian Eliassen	AP	10	Male	Norsk		1987	No	Nordland	1835	Træna
May Kristin Antonsen	AP	11	Female	Norsk		1979	No	Nordland	1835	Træna
Jens Edvardsen	AP	12	Male	Norsk		1941	No	Nordland	1835	Træna
Torbjørg Jensen	AP	13	Male	Norsk		1973	No	Nordland	1835	Træna
Johnny Eliassen	AP	14	Male	Norsk		1961	No	Nordland	1835	Træna
Anita F. Sjøset	AP	15	Female	Norsk		1971	No	Nordland	1835	Træna
Rudolf M. Nilsen	AP	16	Male	Norsk		1948	No	Nordland	1835	Træna
Unni Jakobsen	AP	17	Female	Norsk		1965	No	Nordland	1835	Træna
Idar Holmen	SP	1	Female	Norsk		1939	No	Nordland	1835	Træna
Janne A. Stangen	SP	2	Female	Norsk		1959	No	Nordland	1835	Træna
Wenke Myhre	SP	3	Female	Norsk		1964	No	Nordland	1835	Træna
Johnny Hansen	SP	4	Male	Norsk		1984	No	Nordland	1835	Træna
Line Langskjær	SP	5	Female	Norsk		1973	No	Nordland	1835	Træna
Rita Ånetsen	SP	6	Female	Norsk		1959	No	Nordland	1835	Træna
Børge Ludvigsen	SP	7	Male	Norsk		1969	No	Nordland	1835	Træna
